ID_CORRELATIVO,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
12135,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 89
93621,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 88
47283,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
5605,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
76507,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
28608,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
93292,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
31702,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 88
61523,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
61523,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 125
22308,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
90281,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
32470,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
32470,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 90
12433,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
26595,Reclamo,PROCEDE TOTAL,202408,Producto 07,Submotivo 125
43096,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
43096,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
43096,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
43096,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
43096,Reclamo,PROCEDE TOTAL,202406,Producto 18,Submotivo 125
39654,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
86124,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
86124,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
39413,Reclamo,NO PROCEDE,202403,Producto 17,Submotivo 109
59356,Reclamo,PROCEDE TOTAL,202408,Producto 01,Submotivo 125
10237,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
41484,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 111
41484,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 90
62209,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 142
62209,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 142
62209,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
62209,Reclamo,PROCEDE TOTAL,202406,Producto 18,Submotivo 125
76777,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
95177,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
55171,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
55171,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
4869,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 147
9630,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
7337,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 157
7337,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 125
70202,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
27626,Reclamo,PROCEDE TOTAL,202408,Producto 01,Submotivo 125
62018,Solicitud,PROCEDE PARCIAL,202407,Producto 20,Submotivo 157
71089,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 125
35066,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
35066,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 146
54330,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 144
1036,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 157
79151,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 43
37866,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
22351,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 157
86190,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 125
86190,Reclamo,NO PROCEDE,202405,Producto 01,Submotivo 125
86190,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 125
45844,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
45844,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
22693,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 125
22693,Reclamo,NO PROCEDE,202407,Producto 01,Submotivo 125
39841,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 157
75853,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
418,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 146
80199,Reclamo,NO PROCEDE,202408,Producto 01,Submotivo 146
15366,Reclamo,PROCEDE TOTAL,202408,Producto 17,Submotivo 89
15366,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
17842,Reclamo,PROCEDE TOTAL,202408,Producto 21,Submotivo 156
17842,Reclamo,NO PROCEDE,202408,Producto 21,Submotivo 156
17842,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 125
17842,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
56642,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 51
46327,Reclamo,PROCEDE TOTAL,202403,Producto 18,Submotivo 125
79824,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
79824,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 99
79824,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
36088,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
36088,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 43
54050,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
35060,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
6147,Reclamo,NO PROCEDE,202407,Producto 01,Submotivo 125
6147,Reclamo,NO PROCEDE,202407,Producto 01,Submotivo 125
6147,Reclamo,NO PROCEDE,202407,Producto 01,Submotivo 125
68939,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
62817,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
62817,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
80992,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 68
41718,Reclamo,NO PROCEDE,202408,Producto 21,Submotivo 88
41718,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 88
41718,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
5468,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 125
32083,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 144
32087,Reclamo,NO PROCEDE,202405,Producto 14,Submotivo 125
32729,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 30
22874,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 27
62202,Reclamo,NO PROCEDE,202408,Producto 07,Submotivo 125
62202,Reclamo,NO PROCEDE,202408,Producto 05,Submotivo 125
13666,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
19076,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
19076,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
66943,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 53
60675,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 39
81056,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
83895,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
44934,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 43
74670,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
44760,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
54762,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
54762,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
58390,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
45342,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
29554,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 142
29554,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
29554,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
94141,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
82333,Reclamo,PROCEDE PARCIAL,202408,Producto 18,Submotivo 125
38272,Reclamo,PROCEDE TOTAL,202408,Producto 17,Submotivo 89
56268,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 146
29618,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
29909,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
23334,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 88
77054,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
77054,Reclamo,PROCEDE TOTAL,202408,Producto 18,Submotivo 125
85835,Reclamo,PROCEDE PARCIAL,202404,Producto 18,Submotivo 125
34862,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 90
34862,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 27
39257,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
11341,Reclamo,PROCEDE TOTAL,202407,Producto 05,Submotivo 125
23859,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 156
23859,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 156
47315,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 125
47315,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 156
60237,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
31825,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
31825,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
31825,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
29299,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 39
10629,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
10629,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 39
10629,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 156
1643,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
46453,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
86788,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 88
69538,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
26814,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
26814,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
96341,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
96341,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 85
9840,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
9840,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
46457,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 123
46457,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 142
36214,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
36214,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 43
63192,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 05
13642,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 29
13642,Reclamo,NO PROCEDE,202403,Producto 17,Submotivo 34
35870,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
90686,Reclamo,PROCEDE TOTAL,202405,Producto 17,Submotivo 89
34029,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
35444,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
31110,Reclamo,NO PROCEDE,202408,Producto 10,Submotivo 125
31110,Reclamo,NO PROCEDE,202407,Producto 10,Submotivo 125
31110,Reclamo,NO PROCEDE,202406,Producto 10,Submotivo 125
55344,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 67
376,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 39
75169,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
99262,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 156
44725,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
61540,Reclamo,PROCEDE PARCIAL,202408,Producto 18,Submotivo 67
61540,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 123
48770,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 144
60460,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
56080,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
56080,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
39110,Solicitud,PROCEDE PARCIAL,202403,Producto 20,Submotivo 157
39110,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 88
34137,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 68
47221,Reclamo,NO PROCEDE,202408,Producto 07,Submotivo 140
49551,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 156
55447,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
57618,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 156
52497,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
52497,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
52497,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 43
42468,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
23812,Reclamo,PROCEDE TOTAL,202408,Producto 17,Submotivo 89
22307,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 106
22307,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 106
20569,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 89
71351,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
71351,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
90220,Reclamo,NO PROCEDE,202408,Producto 17,Submotivo 106
90220,Reclamo,NO PROCEDE,202407,Producto 17,Submotivo 106
90220,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 106
90793,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
90793,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
26768,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 125
97986,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
97986,Reclamo,PROCEDE PARCIAL,202404,Producto 18,Submotivo 68
71809,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
71809,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
14439,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
14439,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 125
73849,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
49011,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
49011,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
99637,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
99637,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
94470,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
15151,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 144
25628,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
38171,Reclamo,PROCEDE TOTAL,202408,Producto 07,Submotivo 27
36715,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
14461,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
14698,Reclamo,PROCEDE TOTAL,202408,Producto 17,Submotivo 89
14698,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 111
28673,Reclamo,NO PROCEDE,202408,Producto 01,Submotivo 146
53584,Reclamo,NO PROCEDE,202408,Producto 21,Submotivo 150
53584,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
13901,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 66
13901,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 125
49480,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 88
81323,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 160
51720,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 111
3498,Reclamo,PROCEDE PARCIAL,202408,Producto 18,Submotivo 125
3498,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 115
28095,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 156
63664,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
84802,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
38556,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
34200,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
61275,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
61275,Reclamo,PROCEDE TOTAL,202403,Producto 18,Submotivo 125
39213,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
39213,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
46800,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
46800,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 89
36215,Reclamo,NO PROCEDE,202408,Producto 07,Submotivo 125
73576,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 89
69040,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 88
69040,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 88
60867,Reclamo,NO PROCEDE,202407,Producto 17,Submotivo 33
78963,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
81011,Reclamo,NO PROCEDE,202406,Producto 07,Submotivo 27
81011,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
13317,Reclamo,PROCEDE TOTAL,202404,Producto 01,Submotivo 83
85138,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 88
72889,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 111
57019,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 160
4095,Reclamo,PROCEDE TOTAL,202408,Producto 20,Submotivo 125
4095,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
85584,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 146
57475,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
57475,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 43
68317,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 115
68486,Reclamo,PROCEDE TOTAL,202404,Producto 21,Submotivo 88
99548,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
35839,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 157
22385,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
22385,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
80976,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
62549,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
62549,Reclamo,NO PROCEDE,202404,Producto 21,Submotivo 125
10401,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
10401,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 99
10401,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 99
86881,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
91007,Solicitud,PROCEDE TOTAL,202408,Producto 20,Submotivo 132
91007,Reclamo,PROCEDE TOTAL,202408,Producto 18,Submotivo 125
68286,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
64600,Reclamo,NO PROCEDE,202408,Producto 05,Submotivo 125
61988,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 27
94278,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
48728,Reclamo,NO PROCEDE,202408,Producto 01,Submotivo 146
48728,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
47459,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
85326,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 67
98802,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 111
74894,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
29427,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
29689,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
22218,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 157
56605,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
56605,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
56605,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
56605,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
43400,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
78872,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 125
25990,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
35621,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
10603,Reclamo,PROCEDE PARCIAL,202408,Producto 18,Submotivo 65
10603,Reclamo,NO PROCEDE,202408,Producto 18,Submotivo 65
65482,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
13976,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
59260,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 125
70203,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
29765,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
29765,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
29765,Reclamo,PROCEDE PARCIAL,202404,Producto 20,Submotivo 46
2563,Solicitud,PROCEDE TOTAL,202408,Producto 07,Submotivo 144
1464,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
46765,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
46765,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
46765,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
42790,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
42790,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
7908,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
7908,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
49424,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
54956,Reclamo,NO PROCEDE,202408,Producto 07,Submotivo 125
37553,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 156
51131,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
17218,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 89
30616,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
30616,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
68718,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 91
68718,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 125
38277,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
4124,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 125
4124,Reclamo,NO PROCEDE,202405,Producto 01,Submotivo 125
28715,Reclamo,PROCEDE TOTAL,202408,Producto 07,Submotivo 125
28715,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
69223,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
69223,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 89
80900,Reclamo,PROCEDE TOTAL,202408,Producto 01,Submotivo 146
35906,Reclamo,NO PROCEDE,202408,Producto 07,Submotivo 125
76996,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 30
38407,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
87562,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
87289,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
87289,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 43
62611,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
65757,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
65757,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
65757,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
8555,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
8196,Solicitud,NO PROCEDE,202408,Producto 20,Submotivo 157
32956,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 39
25363,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
5089,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
5089,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
71114,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 125
26473,Solicitud,PROCEDE PARCIAL,202403,Producto 20,Submotivo 157
43632,Reclamo,NO PROCEDE,202408,Producto 20,Submotivo 125
43632,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 43
87200,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
13360,Reclamo,NO PROCEDE,202408,Producto 21,Submotivo 150
3539,Solicitud,PROCEDE PARCIAL,202403,Producto 20,Submotivo 157
77027,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 68
44121,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
30507,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
