ID_CORRELATIVO,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
50642,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 59
2009,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
87507,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 142
87507,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
46663,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 141
46663,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 156
34050,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
34050,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
37612,Reclamo,NO PROCEDE,201208,Producto 01,Submotivo 125
62660,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
56510,Reclamo,PROCEDE PARCIAL,202404,Producto 18,Submotivo 66
14393,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 91
14393,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 89
28744,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
65954,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
79916,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 130
22692,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
22692,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
59709,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 05
59709,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 05
59709,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 05
684,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
56252,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 125
71870,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 144
30698,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
30698,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
30698,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
30698,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
30698,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
30698,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
30698,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
87300,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
82188,Reclamo,PROCEDE TOTAL,202405,Producto 07,Submotivo 125
46065,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
84865,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 39
2861,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 130
2861,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
2861,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
2861,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
2861,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
2861,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 125
65031,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 27
97793,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 68
74366,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
38712,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
38712,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
38712,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
38712,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
44243,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
51978,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 88
53752,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
91610,Reclamo,PROCEDE TOTAL,202404,Producto 21,Submotivo 150
54442,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
54442,Reclamo,NO PROCEDE,202405,Producto 06,Submotivo 125
54442,Reclamo,NO PROCEDE,202404,Producto 06,Submotivo 125
34886,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
95578,Reclamo,NO PROCEDE,202406,Producto 05,Submotivo 125
45054,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
23111,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
42719,Reclamo,PROCEDE PARCIAL,201208,Producto 20,Submotivo 125
70446,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
82898,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 141
19515,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 88
19515,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 88
66119,Reclamo,NO PROCEDE,202405,Producto 06,Submotivo 125
36907,Reclamo,NO PROCEDE,202406,Producto 10,Submotivo 125
78286,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
93379,Reclamo,PROCEDE TOTAL,202403,Producto 21,Submotivo 125
91552,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
97646,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
97646,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
97646,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 27
47943,Reclamo,PROCEDE PARCIAL,202405,Producto 18,Submotivo 125
32653,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 145
70844,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
70844,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
21745,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
85399,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
6316,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
30242,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
30242,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
1944,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 89
50186,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
73902,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 43
20172,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 67
69356,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
69356,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
69356,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 145
73886,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
33776,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
6983,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
6983,Solicitud,PROCEDE PARCIAL,202403,Producto 20,Submotivo 157
35247,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
23429,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
82227,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
82227,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
48986,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
17088,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
17088,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
58053,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 142
95680,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
61294,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
88575,Reclamo,NO PROCEDE,202406,Producto 07,Submotivo 125
97071,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 125
98793,Reclamo,PROCEDE TOTAL,202404,Producto 01,Submotivo 125
3220,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
15443,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
15443,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
95021,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
97204,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
41752,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
41752,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
41752,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
41752,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
14021,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
4123,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 26
4123,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 27
4123,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
4123,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
15532,Reclamo,PROCEDE TOTAL,202403,Producto 18,Submotivo 67
59729,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 146
60030,Reclamo,PROCEDE PARCIAL,202403,Producto 03,Submotivo 125
20250,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
45273,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
45273,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 66
45273,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
84422,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 43
64780,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
79737,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
14182,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 90
31244,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 43
4561,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 67
62071,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
88743,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 39
61954,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 27
47846,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
682,Reclamo,NO PROCEDE,202404,Producto 04,Submotivo 125
93253,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
16411,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
97639,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
87712,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
87712,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
87712,Reclamo,PROCEDE TOTAL,202404,Producto 18,Submotivo 125
87712,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
87712,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
71271,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
85570,Reclamo,NO PROCEDE,202403,Producto 07,Submotivo 141
84447,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
84447,Reclamo,NO PROCEDE,202407,Producto 07,Submotivo 125
84447,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 156
84447,Reclamo,PROCEDE TOTAL,202405,Producto 07,Submotivo 27
49805,Reclamo,PROCEDE PARCIAL,202405,Producto 07,Submotivo 125
60829,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 123
13918,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 88
43256,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
43256,Reclamo,PROCEDE PARCIAL,202405,Producto 20,Submotivo 125
98199,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 145
3067,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
3067,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
41573,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
5292,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 125
5292,Reclamo,NO PROCEDE,202403,Producto 21,Submotivo 125
65581,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
65581,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
65581,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
65581,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
65581,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 67
65581,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 67
85548,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
43753,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
95494,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
95494,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 99
92292,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 125
38823,Reclamo,PROCEDE TOTAL,202404,Producto 01,Submotivo 146
29811,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
40515,Reclamo,PROCEDE PARCIAL,202405,Producto 18,Submotivo 68
97764,Reclamo,NO PROCEDE,202403,Producto 07,Submotivo 27
85918,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 142
85918,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 142
85918,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
90286,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
41179,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
41179,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
41179,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
41179,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
29460,Reclamo,PROCEDE TOTAL,201208,Producto 04,Submotivo 125
39036,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 51
39036,Reclamo,NO PROCEDE,202404,Producto 21,Submotivo 150
38631,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
21389,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
43037,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
65785,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
19377,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
93368,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
25124,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
84297,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
84297,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
2928,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
74616,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 67
68727,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
3559,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
50554,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
63153,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
43367,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 132
84973,Reclamo,PROCEDE TOTAL,202405,Producto 01,Submotivo 125
18271,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
18271,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
91047,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
84385,Reclamo,NO PROCEDE,202404,Producto 21,Submotivo 88
61199,Reclamo,NO PROCEDE,202404,Producto 05,Submotivo 125
81048,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 125
91921,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
58035,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
58035,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
535,Reclamo,NO PROCEDE,202403,Producto 17,Submotivo 89
78625,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
32115,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
58122,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
58122,Reclamo,NO PROCEDE,202404,Producto 01,Submotivo 146
58122,Reclamo,NO PROCEDE,202403,Producto 01,Submotivo 146
58122,Reclamo,NO PROCEDE,202403,Producto 01,Submotivo 146
79073,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 89
56386,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
15707,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 132
9768,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 125
9768,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
3861,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
3861,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
54389,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
54389,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
42244,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
34162,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 125
38276,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
38276,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
38276,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
38276,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
79509,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 89
55027,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
30667,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
56367,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
69042,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
40402,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 125
18185,Reclamo,NO PROCEDE,202407,Producto 17,Submotivo 105
18185,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 105
94789,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
94789,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
94789,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
94789,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
94789,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
94789,Reclamo,NO PROCEDE,202407,Producto 21,Submotivo 88
46602,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
46602,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
91492,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 157
97360,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
916,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
916,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
92147,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
60032,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
84625,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
44802,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
44802,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 87
44802,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
44802,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 144
44802,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
44802,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
44802,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
44802,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 156
44802,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
44802,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
44802,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 156
44802,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 157
94622,Reclamo,PROCEDE TOTAL,202406,Producto 05,Submotivo 63
94622,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 132
94622,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
46283,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
11772,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
11772,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
11772,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
92086,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 125
60579,Reclamo,PROCEDE TOTAL,202405,Producto 17,Submotivo 91
48894,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
72579,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
38333,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
38333,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 43
45292,Reclamo,PROCEDE TOTAL,202407,Producto 21,Submotivo 88
13147,Reclamo,NO PROCEDE,202403,Producto 03,Submotivo 125
7249,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 156
7249,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 88
7249,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
97414,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 67
97414,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
22274,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 27
12115,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
12115,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
63642,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 142
63642,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
46103,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
69111,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 144
95883,Reclamo,NO PROCEDE,202407,Producto 17,Submotivo 89
86846,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 43
86846,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
21419,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
83026,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 150
83026,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 150
193,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 125
193,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
4454,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 68
8152,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 125
36,Reclamo,NO PROCEDE,202406,Producto 01,Submotivo 146
36,Reclamo,NO PROCEDE,202405,Producto 01,Submotivo 146
12412,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
89422,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 38
89422,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 38
59028,Reclamo,NO PROCEDE,202404,Producto 17,Submotivo 99
79392,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 43
58864,Reclamo,NO PROCEDE,202403,Producto 01,Submotivo 146
67260,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
24017,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 144
24017,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
97918,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 34
87874,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 88
24150,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
37366,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
7636,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 151
98985,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 10
81835,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 130
74803,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 141
